user_id,timestamp,user_role,service_type,department,access_method,device_type,login_frequency,session_duration,time_since_last_login,location_distance_km,access_count_7d,failed_attempts_24h,session_requests,login_location,usual_location,device_id,usual_device_id,is_off_hours,location_mismatch,device_mismatch,risk_level
U01276,2025-05-06T16:13:00,citizen,tax_filing,health,web_portal,mobile,12.0,178.21,33.09,0.0,11,2,30,Ahmedabad,Ahmedabad,DEV15247,DEV15247,0,0,0,0
U00406,2025-03-21T08:46:00,citizen,tax_filing,general,web_portal,mobile,12.0,149.53,154.92,0.0,14,0,29,Bangalore,Bangalore,DEV34826,DEV34826,0,0,0,0
U00311,2025-05-03T16:35:00,gov_employee,identity_verification,education,mobile_app,browser,8.0,549.23,16.54,0.0,16,0,24,Chennai,Chennai,DEV77957,DEV77957,0,0,0,0
U02189,2025-02-26T23:30:00,gov_employee,tax_filing,health,mobile_app,browser,11.0,174.91,145.78,0.0,17,0,18,Delhi,Delhi,DEV80320,DEV80320,1,0,0,1
U01133,2025-06-18T15:22:00,citizen,benefits_application,finance,web_portal,browser,13.0,84.08,12.34,0.0,13,2,27,Ahmedabad,Ahmedabad,DEV52132,DEV82307,0,0,1,1
U00365,2025-05-26T17:14:00,citizen,identity_verification,finance,mobile_app,browser,19.0,227.55,76.01,0.0,30,1,24,Pune,Pune,DEV52207,DEV52207,0,0,0,0
U02145,2025-04-28T05:34:00,citizen,identity_verification,general,web_portal,mobile,13.0,188.67,37.82,0.0,7,2,19,Chennai,Chennai,DEV81309,DEV81309,1,0,0,1
U01471,2025-04-29T02:12:00,gov_employee,general_info,general,mobile_app,desktop_client,10.0,354.09,19.87,0.0,11,0,21,Kolkata,Kolkata,DEV36950,DEV36950,1,0,0,1
U00508,2025-01-03T07:42:00,gov_employee,license_renewal,finance,web_portal,mobile,13.0,323.48,14.49,1033.45,9,0,24,Chennai,Mumbai,DEV14895,DEV14895,0,1,0,1
U01205,2025-06-05T15:50:00,citizen,benefits_application,finance,web_portal,browser,16.0,215.21,16.75,0.0,13,0,35,Chennai,Chennai,DEV29229,DEV29229,0,0,0,0
U00716,2025-04-10T17:33:00,citizen,benefits_application,general,web_portal,browser,11.0,367.08,23.84,0.0,12,1,20,Chennai,Chennai,DEV43210,DEV32207,0,0,1,0
U01989,2025-06-19T22:30:00,citizen,tax_filing,defense,mobile_app,mobile,15.0,238.26,45.42,1739.56,13,0,24,Delhi,Bangalore,DEV95435,DEV95435,1,1,0,2
U01052,2025-05-27T09:22:00,citizen,general_info,defense,mobile_app,tablet,9.0,153.59,4.57,0.0,11,1,26,Kolkata,Kolkata,DEV91159,DEV91159,0,0,0,0
U02051,2025-06-16T19:03:00,citizen,general_info,finance,web_portal,tablet,10.0,357.25,25.57,0.0,19,0,25,Mumbai,Mumbai,DEV24691,DEV24691,0,0,0,0
U02437,2025-02-28T12:11:00,citizen,general_info,health,web_portal,mobile,11.0,96.94,18.35,0.0,18,0,26,Delhi,Delhi,DEV39377,DEV39377,0,0,0,0
U00947,2025-06-26T08:07:00,admin,general_info,general,web_portal,browser,10.0,197.86,157.61,1575.6,17,1,24,Pune,Kolkata,DEV70710,DEV70710,0,1,0,1
U00566,2025-02-14T17:06:00,admin,benefits_application,health,mobile_app,browser,6.0,501.2,2.44,1182.29,16,0,17,Kolkata,Hyderabad,DEV79519,DEV79519,0,1,0,1
U00793,2025-02-17T12:41:00,citizen,identity_verification,health,mobile_app,browser,11.0,20.0,153.28,0.0,12,1,25,Hyderabad,Hyderabad,DEV84085,DEV84085,0,0,0,0
U02197,2025-01-03T10:36:00,citizen,benefits_application,finance,web_portal,browser,9.0,216.16,95.96,0.0,18,0,27,Bangalore,Bangalore,DEV10909,DEV10909,0,0,0,0
U01664,2025-02-17T22:40:00,citizen,license_renewal,general,mobile_app,mobile,9.0,338.45,76.32,0.0,10,1,18,Hyderabad,Hyderabad,DEV63144,DEV63144,1,0,0,1
U01191,2025-02-28T19:18:00,gov_employee,general_info,general,mobile_app,browser,7.0,69.0,8.85,1618.63,14,0,21,Ahmedabad,Kolkata,DEV39425,DEV39425,0,1,0,0
U00470,2025-02-03T18:54:00,citizen,tax_filing,finance,web_portal,mobile,15.0,56.46,125.97,0.0,25,0,21,Delhi,Delhi,DEV99592,DEV55379,0,0,1,0
U01581,2025-06-23T15:35:00,citizen,tax_filing,general,mobile_app,mobile,12.0,213.19,38.73,0.0,9,2,20,Mumbai,Mumbai,DEV83921,DEV27400,0,0,1,1
U00867,2025-02-01T11:53:00,citizen,benefits_application,general,web_portal,browser,11.0,138.88,17.02,0.0,20,0,17,Delhi,Delhi,DEV80689,DEV40873,0,0,1,0
U02255,2025-01-15T07:18:00,citizen,general_info,finance,web_portal,browser,12.0,342.1,17.89,0.0,18,1,26,Kolkata,Kolkata,DEV89415,DEV89415,0,0,0,0
U00261,2025-04-15T21:47:00,gov_employee,general_info,general,web_portal,mobile,12.0,20.0,22.63,0.0,14,0,20,Mumbai,Mumbai,DEV80480,DEV80480,0,0,0,0
U01376,2025-05-01T23:34:00,citizen,general_info,defense,web_portal,browser,8.0,451.18,26.97,0.0,12,0,24,Pune,Pune,DEV65381,DEV79322,1,0,1,1
U01052,2025-02-10T07:52:00,citizen,tax_filing,defense,web_portal,browser,13.0,20.8,21.0,0.0,14,5,25,Kolkata,Kolkata,DEV91159,DEV91159,0,0,0,1
U01713,2025-01-05T08:33:00,gov_employee,tax_filing,defense,web_portal,browser,13.0,202.98,191.65,0.0,12,0,19,Kolkata,Kolkata,DEV21140,DEV95326,0,0,1,0
U00629,2025-05-28T17:17:00,citizen,license_renewal,health,web_portal,browser,18.0,264.56,68.34,0.0,14,0,25,Chennai,Chennai,DEV97896,DEV97896,0,0,0,0
U00016,2025-02-14T07:36:00,citizen,license_renewal,general,mobile_app,mobile,15.0,479.4,43.67,845.13,18,0,25,Mumbai,Bangalore,DEV21534,DEV21534,0,1,0,1
U01918,2025-02-17T15:36:00,citizen,license_renewal,health,mobile_app,tablet,7.0,55.69,20.68,0.0,16,0,33,Bangalore,Bangalore,DEV85179,DEV10769,0,0,1,0
U02287,2025-01-27T03:33:00,gov_employee,tax_filing,finance,mobile_app,browser,12.0,333.1,14.68,0.0,17,0,24,Chennai,Chennai,DEV54458,DEV54458,1,0,0,1
U00007,2025-04-30T13:18:00,gov_employee,general_info,defense,mobile_app,mobile,14.0,296.22,29.64,0.0,17,0,21,Pune,Pune,DEV77435,DEV77435,0,0,0,0
U02312,2025-02-05T00:59:00,gov_employee,tax_filing,general,web_portal,browser,20.0,20.0,70.49,0.0,16,0,25,Kolkata,Kolkata,DEV61616,DEV61616,1,0,0,1
U01681,2025-02-16T14:48:00,citizen,identity_verification,health,mobile_app,mobile,18.0,206.03,52.16,0.0,8,0,30,Bangalore,Bangalore,DEV46931,DEV46931,0,0,0,0
U00417,2025-06-27T16:05:00,gov_employee,identity_verification,education,web_portal,mobile,,106.89,31.85,621.55,18,0,25,Hyderabad,Mumbai,DEV84131,DEV84131,0,1,0,1
U00193,2025-06-11T07:48:00,citizen,benefits_application,education,web_portal,tablet,17.0,240.92,42.4,0.0,15,0,25,Pune,Pune,DEV79705,DEV10055,0,0,1,0
U01738,2025-03-20T15:24:00,gov_employee,general_info,finance,web_portal,desktop_client,10.0,164.39,45.28,0.0,9,0,25,Hyderabad,Hyderabad,DEV54377,DEV54377,0,0,0,0
U00125,2025-02-11T07:14:00,citizen,general_info,finance,web_portal,browser,15.0,377.08,63.63,1255.54,12,5,27,Hyderabad,Delhi,DEV89459,DEV89459,0,1,0,2
U00638,2025-06-21T11:04:00,citizen,benefits_application,general,web_portal,mobile,6.0,,5.97,0.0,11,0,23,Bangalore,Bangalore,DEV40651,DEV40651,0,0,0,0
U01694,2025-02-11T19:11:00,citizen,general_info,health,mobile_app,browser,12.0,273.07,93.13,0.0,19,0,20,Delhi,Delhi,DEV33161,DEV79093,0,0,1,0
U00919,2025-01-28T16:12:00,citizen,license_renewal,health,mobile_app,browser,12.0,209.6,94.16,0.0,14,0,23,Bangalore,Bangalore,DEV46176,DEV46176,0,0,0,0
U00207,2025-05-09T13:38:00,citizen,general_info,general,mobile_app,mobile,14.0,258.54,26.06,0.0,13,0,26,Hyderabad,Hyderabad,DEV81158,DEV81158,0,0,0,0
U01769,2025-01-13T03:34:00,citizen,license_renewal,general,web_portal,mobile,8.0,56.69,17.63,621.55,15,0,23,Mumbai,Hyderabad,DEV94361,DEV94361,1,1,0,2
U01302,2025-04-28T10:27:00,gov_employee,benefits_application,health,web_portal,mobile,18.0,147.66,32.14,0.0,21,0,18,Bangalore,Bangalore,DEV27883,DEV27883,0,0,0,0
U01029,2025-02-27T09:02:00,gov_employee,benefits_application,general,mobile_app,browser,7.0,198.89,67.13,0.0,15,0,18,Mumbai,Mumbai,DEV42172,DEV42172,0,0,0,0
U01551,2025-04-30T05:59:00,gov_employee,license_renewal,finance,web_portal,tablet,15.0,296.07,3.75,1560.68,20,0,28,Bangalore,Kolkata,DEV91163,DEV91163,1,1,0,2
U02009,2025-04-14T17:43:00,admin,identity_verification,general,web_portal,desktop_client,18.0,162.01,6.43,0.0,9,0,21,Kolkata,Kolkata,DEV92606,DEV92606,0,0,0,0
U01917,2025-01-18T14:06:00,gov_employee,license_renewal,health,web_portal,browser,9.0,214.68,3.07,0.0,8,0,27,Mumbai,Mumbai,DEV12765,DEV12765,0,0,0,0
U01379,2025-05-29T07:07:00,admin,identity_verification,general,web_portal,mobile,11.0,666.07,23.46,0.0,13,0,17,Delhi,Delhi,DEV71078,DEV71078,0,0,0,0
U00959,2025-01-17T13:11:00,citizen,identity_verification,general,web_portal,browser,15.0,84.13,7.3,0.0,13,0,30,Kolkata,Kolkata,DEV54460,DEV92289,0,0,1,0
U00273,2025-03-28T10:14:00,citizen,general_info,finance,mobile_app,mobile,12.0,87.41,23.44,0.0,19,0,24,Chennai,Chennai,DEV65106,DEV65106,0,0,0,0
U02228,2025-02-01T17:31:00,citizen,benefits_application,general,mobile_app,mobile,10.0,34.05,25.16,1148.27,12,1,32,Delhi,Mumbai,DEV63260,DEV63260,0,1,0,1
U00420,2025-01-18T11:51:00,gov_employee,general_info,general,web_portal,mobile,13.0,145.99,1.44,0.0,11,0,30,Mumbai,Mumbai,DEV32015,DEV32015,0,0,0,0
U00845,2025-06-20T03:49:00,gov_employee,tax_filing,education,web_portal,browser,14.0,333.25,16.85,0.0,16,0,22,Pune,Pune,DEV89303,DEV89303,1,0,0,1
U00326,2025-01-04T08:14:00,gov_employee,general_info,education,web_portal,browser,14.0,380.7,26.42,0.0,10,0,32,Ahmedabad,Ahmedabad,DEV26169,DEV49974,0,0,1,0
U01254,2025-05-26T04:19:00,gov_employee,tax_filing,education,web_portal,browser,22.0,,4.53,0.0,15,0,35,Bangalore,Bangalore,DEV48751,DEV48751,1,0,0,1
U02147,2025-02-16T07:21:00,admin,tax_filing,general,web_portal,browser,14.0,39.18,8.64,0.0,10,0,31,Delhi,Delhi,DEV67183,DEV84804,0,0,1,0
U00286,2025-04-21T15:35:00,citizen,general_info,finance,web_portal,browser,18.0,79.51,29.18,0.0,18,0,10,Mumbai,Mumbai,DEV77642,DEV77642,0,0,0,0
U01435,2025-06-07T17:24:00,admin,tax_filing,finance,web_portal,browser,,419.22,123.51,0.0,17,0,22,Pune,Pune,DEV43798,DEV43798,0,0,0,0
U00888,2025-06-02T11:31:00,citizen,general_info,health,web_portal,mobile,7.0,132.04,3.14,0.0,19,2,23,Ahmedabad,Ahmedabad,DEV56002,DEV56002,0,0,0,0
U00857,2025-03-25T09:20:00,citizen,general_info,finance,api,browser,16.0,172.21,29.1,0.0,18,0,29,Ahmedabad,Ahmedabad,DEV86721,DEV86721,0,0,0,0
U01696,2025-03-01T23:03:00,citizen,benefits_application,education,mobile_app,browser,12.0,137.65,104.1,775.14,12,2,27,Delhi,Ahmedabad,DEV73650,DEV52462,1,1,1,2
U01077,2025-06-15T20:26:00,admin,general_info,finance,mobile_app,browser,15.0,257.28,46.97,1358.16,13,0,21,Chennai,Kolkata,DEV13255,DEV13255,0,1,0,1
U01897,2025-02-06T09:29:00,gov_employee,license_renewal,health,mobile_app,tablet,18.0,115.9,114.99,0.0,21,0,25,Kolkata,Kolkata,DEV41007,DEV41007,0,0,0,0
U02234,2025-06-25T15:26:00,citizen,general_info,health,web_portal,browser,11.0,297.69,275.86,1371.88,8,0,20,Ahmedabad,Chennai,DEV35287,DEV35287,0,1,0,0
U02267,2025-04-14T02:48:00,gov_employee,general_info,defense,web_portal,desktop_client,9.0,55.76,140.06,0.0,21,0,23,Mumbai,Mumbai,DEV93602,DEV93602,1,0,0,1
U02367,2025-05-28T19:25:00,citizen,tax_filing,education,web_portal,mobile,12.0,531.61,57.01,0.0,15,1,26,Ahmedabad,Ahmedabad,DEV49080,DEV49080,0,0,0,0
U00703,2025-01-23T16:46:00,gov_employee,identity_verification,finance,web_portal,mobile,13.0,582.66,4.3,0.0,16,0,21,Kolkata,Kolkata,DEV18770,DEV18770,0,0,0,0
U01000,2025-02-27T03:24:00,citizen,identity_verification,education,web_portal,mobile,14.0,524.61,35.43,0.0,13,0,23,Bangalore,Bangalore,DEV39345,DEV39345,1,0,0,1
U00219,2025-01-04T11:02:00,citizen,tax_filing,education,web_portal,mobile,4.0,402.6,32.22,1575.6,16,0,20,Kolkata,Pune,DEV49809,DEV49809,0,1,0,1
U00415,2025-01-13T08:19:00,citizen,license_renewal,finance,web_portal,desktop_client,5.0,110.07,138.79,0.0,9,0,31,Delhi,Delhi,DEV26309,DEV26309,0,0,0,0
U01466,2025-06-13T12:38:00,citizen,general_info,finance,web_portal,browser,,336.16,10.11,0.0,6,0,25,Kolkata,Kolkata,DEV57586,DEV59112,0,0,1,0
U00622,2025-02-15T07:29:00,citizen,license_renewal,general,mobile_app,mobile,13.0,542.54,86.95,0.0,13,0,22,Chennai,Chennai,DEV69063,DEV69063,0,0,0,0
U00915,2025-06-26T22:38:00,admin,general_info,education,web_portal,tablet,8.0,173.4,116.04,1371.88,15,0,25,Ahmedabad,Chennai,DEV30583,DEV30583,1,1,0,2
U00897,2025-02-04T01:33:00,gov_employee,tax_filing,general,web_portal,browser,13.0,123.61,192.39,0.0,12,0,28,Hyderabad,Hyderabad,DEV87801,DEV87801,1,0,0,1
U00121,2025-04-17T19:08:00,citizen,tax_filing,finance,mobile_app,browser,11.0,234.53,1.32,0.0,18,0,20,Pune,Pune,DEV24957,DEV98726,0,0,1,1
U00443,2025-01-03T03:14:00,admin,benefits_application,finance,web_portal,desktop_client,18.0,252.62,84.21,0.0,14,0,25,Kolkata,Kolkata,DEV99393,DEV99393,1,0,0,1
U00109,2025-01-02T00:30:00,citizen,benefits_application,health,web_portal,browser,7.0,150.98,15.76,0.0,21,1,23,Hyderabad,Hyderabad,DEV61991,DEV61991,1,0,0,0
U02412,2025-02-07T17:53:00,gov_employee,general_info,general,web_portal,browser,13.0,228.05,30.76,0.0,18,0,27,Hyderabad,Hyderabad,DEV35135,DEV35135,0,0,0,0
U01803,2025-05-14T12:33:00,admin,benefits_application,finance,mobile_app,browser,15.0,114.74,0.5,1148.27,21,0,25,Delhi,Mumbai,DEV71869,DEV71869,0,1,0,2
U00075,2025-03-17T10:58:00,citizen,identity_verification,health,web_portal,mobile,11.0,92.89,7.53,0.0,16,0,19,Bangalore,Bangalore,DEV28711,DEV28711,0,0,0,0
U02037,2025-05-27T13:36:00,citizen,tax_filing,finance,mobile_app,browser,15.0,397.22,29.95,0.0,12,0,27,Hyderabad,Hyderabad,DEV15622,DEV15622,0,0,0,0
U00905,2025-01-16T09:48:00,gov_employee,identity_verification,finance,web_portal,browser,18.0,105.42,15.49,0.0,12,0,18,Hyderabad,Hyderabad,DEV61001,DEV61001,0,0,0,0
U01995,2025-02-21T15:22:00,citizen,tax_filing,general,web_portal,mobile,9.0,462.8,10.11,0.0,16,1,29,Kolkata,Kolkata,DEV68453,DEV68453,0,0,0,0
U00611,2025-02-18T13:43:00,citizen,tax_filing,general,web_portal,mobile,12.0,338.36,74.72,0.0,14,0,28,Kolkata,Kolkata,DEV93820,DEV93820,0,0,0,0
U02143,2025-06-11T08:10:00,gov_employee,general_info,general,web_portal,tablet,14.0,138.05,43.97,0.0,13,1,27,Pune,Pune,DEV31808,DEV78295,0,0,1,0
U00225,2025-02-01T02:15:00,gov_employee,identity_verification,defense,api,mobile,13.0,758.52,27.83,0.0,16,0,21,Ahmedabad,Ahmedabad,DEV15951,DEV15951,1,0,0,1
U01638,2025-03-22T08:11:00,gov_employee,general_info,general,web_portal,browser,14.0,38.63,55.83,0.0,17,0,22,Bangalore,Bangalore,DEV43132,DEV43132,0,0,0,0
U02492,2025-03-09T10:50:00,gov_employee,general_info,general,mobile_app,browser,7.0,87.97,21.4,0.0,15,0,29,Bangalore,Bangalore,DEV58888,DEV58888,0,0,0,0
U01311,2025-06-22T09:11:00,citizen,license_renewal,education,web_portal,desktop_client,13.0,158.21,18.8,0.0,23,0,24,Ahmedabad,Ahmedabad,DEV98422,DEV98422,0,0,0,0
U00867,2025-06-04T07:17:00,citizen,identity_verification,general,mobile_app,browser,18.0,112.96,79.77,775.14,16,0,28,Ahmedabad,Delhi,DEV40873,DEV40873,0,1,0,1
U02036,2025-04-12T01:10:00,admin,tax_filing,education,mobile_app,browser,11.0,180.61,18.24,0.0,13,0,29,Bangalore,Bangalore,DEV47888,DEV47684,1,0,1,1
U00568,2025-05-10T13:20:00,citizen,general_info,general,web_portal,browser,16.0,162.84,85.24,0.0,18,1,28,Ahmedabad,Ahmedabad,DEV55000,DEV55000,0,0,0,0
U02333,2025-05-21T16:13:00,citizen,general_info,health,web_portal,mobile,12.0,327.12,67.14,0.0,17,1,34,Mumbai,Mumbai,DEV98263,DEV98263,0,0,0,0
